"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"Second Machine translated sentence";"First machine translated sentence bleu score";"Second machine translated sentence bleu score"
"451";"When the choir sang the line, ""Be glorious, our free fatherland!"" Mr. Gorbachev's face lit up with a boyish smile.";"当合唱团唱到 "" 光荣啊 ， 我们自由的祖国 ! "" 这句歌词时 ， 戈尔巴乔夫的脸上洋溢着孩子般的笑容。";"当唱诗班唱歌时 ， “ 光荣 ， 我们自由的祖国 ！” 戈尔巴乔夫的脸上闪烁着少年般的微笑。";"当唱诗班唱歌时 ， “ 光荣 ， 我们自由的祖国 ！” 戈尔巴乔夫的脸上闪烁着少年般的微笑。";"9.519341";"9.519341"
"452";"""And who brought the freedom?"" he said.";""" 那是谁带来了自由呢 ? "" 他说。";"“ 是谁带来了自由 ？” 他说。";"“ 是谁带来了自由 ？” 他说。";"12.440235";"12.440235"
"453";"The United States secretly manufactured biological weapons in Ukraine. It trained birds to carry pathogens into Russia. It created Covid-19. It operated laboratories in Nigeria that engineered this year's outbreak of monkeypox.";"美国在乌克兰秘密制造生物武器。美国训练鸟类将病原体携带进俄罗斯。美国制造了新冠病毒。美国在尼日利亚运行的实验室制造了今年暴发的猴痘疫情。";"美国在乌克兰秘密制造生物武器。 它训练鸟类携带病原体进入俄罗斯。 它创造了covid - 19 。 它在尼日利亚运营的实验室设计了今年爆发的猴痘。";"美国在乌克兰秘密制造生物武器。 它训练鸟类携带病原体进入俄罗斯。 它创造了covid - 19 。 它在尼日利亚运营的实验室设计了今年爆发的猴痘。";"3.283637";"3.283637"
"454";"Of the many falsehoods that the Kremlin has spread since the war in Ukraine began more than six months ago, some of the most outlandish and yet enduring have been those accusing the United States of operating clandestine biological research programs to wreak havoc around the globe.";"自从六个多月前对乌克兰发动战争起 ， 克里姆林宫就开始散布许多谎言 ， 其中一些最离奇、但又最持久的谎言指控美国秘密进行生物武器研究 ， 在全球各地制造破坏。";"自六个多月前乌克兰战争开始以来 ， 克里姆林宫散布了许多谎言 ， 其中一些最古怪但最持久的谎言是那些指责美国进行秘密生物研究计划 ， 在全球范围内造成严重破坏的人。";"自六个多月前乌克兰战争开始以来 ， 克里姆林宫散布了许多谎言 ， 其中一些最古怪但最持久的谎言是那些指责美国进行秘密生物研究计划 ， 在全球范围内造成严重破坏的人。";"8.643020";"8.643020"
"455";"The United States and others have dismissed the accusations as preposterous, and Russia has offered no proof. Yet the claims continue to circulate. Backed at times by China's diplomats and state media, they have ebbed and flowed in international news reports, fueling conspiracy theories that linger online.";"美国和其他国家已指出 ， 这些指控很荒谬 ， 俄罗斯也没有提供任何证据。然而 ， 这些指控仍在流传。在中国外交官和官方媒体时不时的支持下 ， 这些谎言在国际新闻报道中时隐时现 ， 助长了网上继续存在的阴谋论的流传。";"美国和其他国家认为这些指控是荒谬的 ， 俄罗斯没有提供任何证据。 然而 ， 这些说法仍在流传。 有时在中国外交官和国家媒体的支持下 ， 他们在国际新闻报道中消退和流动 ， 助长了在网上徘徊的阴谋理论。";"美国和其他国家认为这些指控是荒谬的 ， 俄罗斯没有提供任何证据。 然而 ， 这些说法仍在流传。 有时在中国外交官和国家媒体的支持下 ， 他们在国际新闻报道中消退和流动 ， 助长了在网上徘徊的阴谋理论。";"5.300157";"5.300157"
"456";"In Geneva this week, Russia has commanded an international forum to air its unsupported assertions again. The Biological Weapons Convention, the international treaty that since 1975 has barred the development and use of weapons made of biological toxins or pathogens, gives member nations the authority to request a formal hearing of violations, and Russia has invoked the first one in a quarter-century.";"本周在日内瓦 ， 俄罗斯在一个国际论坛再次公开表述其没有任何证据的断言。《生物武器公约》是自1975年起禁止研发和使用用生物毒素或病原体制造的武器的国际条约 ， 赋予成员国要求就违反条约行为举行正式听证会的权利。25年来 ， 俄罗斯首次根据该条约提出举行听证会的要求。";"本周在日内瓦 ， 俄罗斯命令一个国际论坛再次发表其不受支持的主张。 自1975年以来一直禁止开发和使用由生物毒素或病原体制成的武器的国际条约 “ 生物武器公约 ” 赋予成员国要求对违规行为进行正式听证的权力 ， 俄罗斯已经援引了四分之一世纪以来的第一次。";"本周在日内瓦 ， 俄罗斯命令一个国际论坛再次发表其不受支持的主张。 自1975年以来一直禁止开发和使用由生物毒素或病原体制成的武器的国际条约 “ 生物武器公约 ” 赋予成员国要求对违规行为进行正式听证的权力 ， 俄罗斯已经援引了四分之一世纪以来的第一次。";"9.287529";"9.287529"
"457";"""This is the military biological Pandora's box, which the United States has opened and filled more than once,"" Irina A. Yarovaya, the deputy chair of the Russia's lower house of Parliament, the State Duma, said last month. She is leading a parliamentary committee that was formed to ""investigate"" American support for biological research laboratories in Ukraine and elsewhere.";""" 这是军用生物的潘多拉魔盒 ， 美国已经不止一次地打开并再装满 ， "" 俄罗斯议会下院、国家杜马副主席伊琳娜 · 雅洛瓦娅上月说。她正在领导一个议会委员会 ， 其目的是 "" 调查 "" 美国在乌克兰和其他地方支持生物研究实验室的行为。";"“ 这是美国不止一次打开和填充的军事生物潘多拉盒子 ，” 俄罗斯议会下院国家杜马副主席irina a . yarovaya上个月表示。 她正在领导一个议会委员会 ， 该委员会的成立是为了 “ 调查 ” 美国对乌克兰和其他地方生物研究实验室的支持。";"“ 这是美国不止一次打开和填充的军事生物潘多拉盒子 ，” 俄罗斯议会下院国家杜马副主席irina a . yarovaya上个月表示。 她正在领导一个议会委员会 ， 该委员会的成立是为了 “ 调查 ” 美国对乌克兰和其他地方生物研究实验室的支持。";"3.144345";"3.144345"
"458";"Virtually no Western officials or experts expect Russia to produce, during the weeklong gathering, facts that corroborate the accusations. If the past is any guide, that will not stop Russia from making them. Experts say Russia is likely to use the mere existence of the investigative session, much of which will take place behind closed doors, to give its claims a patina of legitimacy.";"几乎没有西方官员或专家预计俄罗斯会在为期一周的听证会上拿出支持这些指控的事实证据。如果过去的经验有任何指导意义的话 ， 可以预见 ， 拿不出证据并不会阻止俄罗斯继续制提出这些指控。专家们说 ， 俄罗斯可能只是要利用举行调查会议 ， 来给其谎言披上一层合法的外衣。大多数调查会议将闭门进行。";"几乎没有西方官员或专家期望俄罗斯在为期一周的集会期间提出能够证实这些指控的事实。 如果过去是任何指南 ， 这不会阻止俄罗斯制造它们。 专家表示 ， 俄罗斯可能会利用调查会议的存在 ， 其中大部分将秘密进行 ， 以使其主张具有合法性。";"几乎没有西方官员或专家期望俄罗斯在为期一周的集会期间提出能够证实这些指控的事实。 如果过去是任何指南 ， 这不会阻止俄罗斯制造它们。 专家表示 ， 俄罗斯可能会利用调查会议的存在 ， 其中大部分将秘密进行 ， 以使其主张具有合法性。";"5.300157";"5.300157"
"459";"Russia's propaganda campaign has sought to justify the invasion ordered by President Vladimir V. Putin, who in April cited a ""network of Western bioweapons labs"" as one of the threats that forced Russia to act. More broadly, though, the flurry of accusations has sought to discredit the United States and its allies Ukraine's most powerful supporters and, increasingly, the source of arms being used to fight Russian forces.";"俄罗斯的宣传运动试图为普京总统下令入侵乌克兰进行辩护。普京曾在今年4月把存在一个 "" 西方生物武器实验室研发网 "" 列为迫使俄罗斯采取行动的威胁之一。但从更广泛的意义上说 ， 这些一连串的指控是为了抹黑美国及其盟友 ， 他们是乌克兰最强有力的支持者 ， 而且日益成为用于打击俄罗斯军队的武器的来源国。";"俄罗斯的宣传运动试图为普京总统下令的入侵辩护 ， 普京在4月份引用了 “ 西方生物武器实验室网络 ” 作为迫使俄罗斯采取行动的威胁之一。 然而 ， 更广泛地说 ， 这一系列指责试图诋毁美国及其盟友乌克兰最强大的支持者 ， 以及越来越多的用于与俄罗斯军队作战的武器来源。";"俄罗斯的宣传运动试图为普京总统下令的入侵辩护 ， 普京在4月份引用了 “ 西方生物武器实验室网络 ” 作为迫使俄罗斯采取行动的威胁之一。 然而 ， 更广泛地说 ， 这一系列指责试图诋毁美国及其盟友乌克兰最强大的支持者 ， 以及越来越多的用于与俄罗斯军队作战的武器来源。";"3.737438";"3.737438"
"460";"Even when unsupported by fact, the accusations have played into pre-existing attitudes toward American dominance in foreign affairs. The consequence has been to sow division and doubt not necessarily to build support for Russia's invasion, but to deflect some of the blame to the United States and the North Atlantic Treaty Organization.";"即使没有事实依据 ， 这些指控也是正中对美国主导外交事务长期不满者的下怀。散布谣言的结果是播下分歧和怀疑的种子 ， 不一定都是为了赢得人们对俄罗斯入侵的支持 ， 而是为了能把部分责任推给美国和北大西洋公约组织。";"即使没有事实支持 ， 这些指控也已经演变成对美国在外交事务中占主导地位的先前存在的态度。 其结果是播下分裂和怀疑 ， 不一定是为了建立对俄罗斯入侵的支持 ， 而是将一些责任转移到美国和北大西洋公约组织。";"即使没有事实支持 ， 这些指控也已经演变成对美国在外交事务中占主导地位的先前存在的态度。 其结果是播下分裂和怀疑 ， 不一定是为了建立对俄罗斯入侵的支持 ， 而是将一些责任转移到美国和北大西洋公约组织。";"7.267884";"7.267884"
"461";"The notoriety of Russia's accusations about secret weapons production could also erode confidence in genuine biological research, much as the debate over the origins of Covid-19 has.";"被俄罗斯指控秘密研发生物武器的恶名也可能削弱人们对真正生物研究的信心 ， 就像关于新冠病毒起源的讨论一样。";"俄罗斯对秘密武器生产的指控的臭名昭著也会削弱人们对真正生物研究的信心 ， 就像有关新冠病毒起源的争论一样。";"俄罗斯对秘密武器生产的指控的臭名昭著也会削弱人们对真正生物研究的信心 ， 就像有关新冠病毒起源的争论一样。";"37.991784";"37.991784"
"462";"""The message is constantly about these labs, and that will erode confidence in that infrastructure and the work that's being performed,"" said Filippa Lentzos, an expert on biological threats and security at King's College London. ""And it will significantly undermine global biosafety and biosecurity efforts, so it does have consequences.""";""" 总是散发关于这些实验室的信息 ， 这将削弱人们对这方面的基础设施和进行中的研究的信心 ， "" 伦敦大学国王学院的生物威胁和安全专家菲利帕 · 伦佐斯说。 "" 这将严重破坏全球生物安全性和生物保护措施方面的努力 ， 因此这的确是有后果的。 """;"“ 这个信息总是关于这些实验室的 ， 这将侵蚀人们对这些基础设施和正在进行的工作的信心 ，” 伦敦国王学院的生物威胁和安全专家filippa lentzos说。 “ 它将严重破坏全球生物安全和生物安保工作 ， 因此它确实会产生后果。";"“ 这个信息总是关于这些实验室的 ， 这将侵蚀人们对这些基础设施和正在进行的工作的信心 ，” 伦敦国王学院的生物威胁和安全专家filippa lentzos说。 “ 它将严重破坏全球生物安全和生物安保工作 ， 因此它确实会产生后果。";"3.393027";"3.393027"
"463";"Russia added the outbreak of monkeypox to its list of American transgressions in April. Gen. Igor A. Kirillov, the head of the Russian Army's radiological, chemical and biological defense force, insinuated that the United States had started the latest outbreak because it supported four research laboratories in Nigeria where the epidemic began to spread.";"今年4月 ， 俄罗斯把猴痘疫情暴发增加到其指控美国所犯罪行的名单上。俄罗斯军队的放射、化学和生物防御部队负责人伊戈尔 · 基利洛夫上将暗示说 ， 美国是最近这轮猴痘疫情暴发的始作俑者 ， 因为美国在尼日利亚支持四个研究实验室 ， 而疫情是从那里开始的。";"俄罗斯在4月份将猴痘的爆发加入了美国的违法行为清单。 俄罗斯陆军辐射、化学和生物防御部队负责人伊戈尔 · a · 基里洛夫 ( igor a . kirillov ) 暗示 ， 美国已经开始了最新的疫情爆发 ， 因为它支持了尼日利亚的四个研究实验室 ， 疫情开始蔓延。";"俄罗斯在4月份将猴痘的爆发加入了美国的违法行为清单。 俄罗斯陆军辐射、化学和生物防御部队负责人伊戈尔 · a · 基里洛夫 ( igor a . kirillov ) 暗示 ， 美国已经开始了最新的疫情爆发 ， 因为它支持了尼日利亚的四个研究实验室 ， 疫情开始蔓延。";"2.862999";"2.862999"
